16777216,5,123.513,123.789,123.259,0,11.786,11.8536,11.7481,25,25,0
16777216,11,123.512,123.924,123.168,0,12.6229,12.7331,12.5629,25,25,0
16777216,101,123.503,123.94,123.235,0,16.3285,16.3895,16.2921,25,25,0
16777216,1001,123.694,124.026,123.504,0,35.8215,36.2384,35.3731,25,25,0
67108864,5,490.179,490.858,488.999,0,35.7368,35.8431,35.6488,25,25,0
67108864,11,490.258,491.086,489.294,0,40.0624,40.2004,39.9913,25,25,0
67108864,101,490.389,491.747,489.569,0,52.1144,52.3362,51.9212,25,25,0
67108864,1001,490.424,491.944,489.632,0,130.475,131.83,128.33,25,25,0
268435456,5,1967.81,1972.46,1965.06,0,133.024,133.772,132.635,25,25,0
268435456,11,1968.03,1970.85,1966,0,148.222,148.611,147.839,25,25,0
268435456,101,1968.15,1975.44,1965.83,0,196.127,197.057,195.318,25,25,0
268435456,1001,1968.11,1976.89,1965.27,0,510.663,517.52,505.869,25,25,0
